suspicious_permissions,network_operations,file_encryption_ops,sensitive_api_calls,aviation_app_impersonation,data_size_exfiltrated,background_processes,flight_plan_access_frequency,label,threat_name
3,47,7,5,1,9.44225452874563,6,27,2,MAINTENANCE_LOG_TAMPERING
3,51,1,4,1,1.3033675408486642,4,29,0,FLIGHT_PLAN_INJECTION
6,94,5,2,1,26.35916710018122,5,17,1,EFB_DATA_EXFILTRATION
4,70,3,2,1,10.359845590495135,4,11,1,EFB_DATA_EXFILTRATION
5,52,1,6,1,0.5008101665802314,2,37,0,FLIGHT_PLAN_INJECTION
6,51,7,5,1,1.0220998091756308,4,12,2,MAINTENANCE_LOG_TAMPERING
3,148,5,1,1,40.189742847997714,5,6,1,EFB_DATA_EXFILTRATION
4,30,1,4,1,1.53436098961162,3,48,0,FLIGHT_PLAN_INJECTION
5,127,5,1,1,35.37746738300597,6,19,1,EFB_DATA_EXFILTRATION
7,22,5,2,1,2.2266020355463896,6,15,2,MAINTENANCE_LOG_TAMPERING
5,58,5,4,1,5.95215835731728,6,10,2,MAINTENANCE_LOG_TAMPERING
5,95,4,6,1,1.7813355687027876,2,40,0,FLIGHT_PLAN_INJECTION
6,51,5,3,1,6.402305894022649,5,11,1,EFB_DATA_EXFILTRATION
2,93,4,6,1,1.6138684350827064,2,28,0,FLIGHT_PLAN_INJECTION
5,141,7,2,1,7.139642399652358,5,19,1,EFB_DATA_EXFILTRATION
4,98,4,3,1,0.44769566154398777,2,27,0,FLIGHT_PLAN_INJECTION
4,43,7,4,1,1.7873507237009698,7,15,2,MAINTENANCE_LOG_TAMPERING
5,40,1,6,1,0.2706148055384346,4,34,0,FLIGHT_PLAN_INJECTION
5,60,5,2,1,38.36532956177111,3,11,1,EFB_DATA_EXFILTRATION
0,12,0,0,0,0.34601534757655666,2,3,3,BENIGN
7,48,7,2,1,9.361581540293301,4,17,2,MAINTENANCE_LOG_TAMPERING
0,10,0,0,0,0.2892558962047227,2,2,3,BENIGN
2,17,0,0,0,0.012033519178802687,2,0,3,BENIGN
5,130,6,2,1,45.34604819709284,3,15,1,EFB_DATA_EXFILTRATION
4,87,1,7,1,1.4128508871879715,4,47,0,FLIGHT_PLAN_INJECTION
4,135,5,3,1,33.11767371632142,6,16,1,EFB_DATA_EXFILTRATION
3,86,3,6,1,0.16826408360612854,3,26,0,FLIGHT_PLAN_INJECTION
7,65,6,5,1,5.697593529122037,5,21,2,MAINTENANCE_LOG_TAMPERING
0,18,1,0,0,0.33699063615827535,2,3,3,BENIGN
5,90,1,4,1,1.0127554175563074,4,27,0,FLIGHT_PLAN_INJECTION
5,67,3,7,1,1.15882737029852,4,29,0,FLIGHT_PLAN_INJECTION
5,78,2,5,1,0.5179945900740301,3,43,0,FLIGHT_PLAN_INJECTION
7,67,7,5,1,9.061482990495318,4,24,2,MAINTENANCE_LOG_TAMPERING
5,63,3,3,1,10.794269465418811,6,5,1,EFB_DATA_EXFILTRATION
1,15,0,0,0,0.33883688738402334,2,4,3,BENIGN
5,55,6,3,1,25.276870809661993,5,5,1,EFB_DATA_EXFILTRATION
2,50,4,7,1,1.9451004658930335,2,23,0,FLIGHT_PLAN_INJECTION
6,82,7,1,1,47.787846540310014,3,7,1,EFB_DATA_EXFILTRATION
4,69,3,4,1,0.36179248928268404,4,32,0,FLIGHT_PLAN_INJECTION
6,54,4,1,1,23.7992302231044,4,5,1,EFB_DATA_EXFILTRATION
5,147,5,2,1,28.392591521981064,4,6,1,EFB_DATA_EXFILTRATION
3,99,3,3,1,0.24918494043228456,3,40,0,FLIGHT_PLAN_INJECTION
4,42,8,5,1,7.0232688028412955,5,29,2,MAINTENANCE_LOG_TAMPERING
4,59,5,4,1,7.445525626822585,5,10,2,MAINTENANCE_LOG_TAMPERING
6,120,3,2,1,7.838102986885891,6,12,1,EFB_DATA_EXFILTRATION
2,6,1,0,0,0.15465383274264882,2,4,3,BENIGN
3,94,7,1,1,37.465952016125705,6,16,1,EFB_DATA_EXFILTRATION
5,49,9,2,1,4.609362743050099,7,15,2,MAINTENANCE_LOG_TAMPERING
6,66,3,1,1,44.57359287299471,3,16,1,EFB_DATA_EXFILTRATION
3,78,7,2,1,6.802725346726232,4,6,1,EFB_DATA_EXFILTRATION
6,32,8,2,1,2.426307489003972,7,29,2,MAINTENANCE_LOG_TAMPERING
3,66,8,3,1,1.2822917095849702,5,15,2,MAINTENANCE_LOG_TAMPERING
3,35,7,3,1,8.066461465008615,7,24,2,MAINTENANCE_LOG_TAMPERING
4,50,1,7,1,1.5356546556534167,4,24,0,FLIGHT_PLAN_INJECTION
5,107,3,1,1,15.814524582134007,6,15,1,EFB_DATA_EXFILTRATION
3,62,5,2,1,25.210875465207096,6,16,1,EFB_DATA_EXFILTRATION
4,57,9,4,1,0.9209432067640991,6,18,2,MAINTENANCE_LOG_TAMPERING
5,133,3,1,1,14.654939343925594,5,6,1,EFB_DATA_EXFILTRATION
4,49,5,4,1,3.598422312633935,4,15,2,MAINTENANCE_LOG_TAMPERING
5,80,4,3,1,0.27781214803444315,2,43,0,FLIGHT_PLAN_INJECTION
2,79,1,3,1,1.5908843633848675,2,48,0,FLIGHT_PLAN_INJECTION
3,59,4,3,1,0.29893979803860093,2,23,0,FLIGHT_PLAN_INJECTION
2,63,4,5,1,1.2260883252361165,2,26,0,FLIGHT_PLAN_INJECTION
4,52,6,4,1,7.579392723261513,7,21,2,MAINTENANCE_LOG_TAMPERING
3,88,1,6,1,0.22773440758453994,2,30,0,FLIGHT_PLAN_INJECTION
5,112,4,2,1,11.51298200021325,6,13,1,EFB_DATA_EXFILTRATION
4,26,9,2,1,4.538476606921336,6,14,2,MAINTENANCE_LOG_TAMPERING
5,81,6,2,1,9.035521549672104,6,6,1,EFB_DATA_EXFILTRATION
2,99,1,5,1,1.4015858338463771,4,28,0,FLIGHT_PLAN_INJECTION
5,65,6,4,1,9.531115956973782,7,10,2,MAINTENANCE_LOG_TAMPERING
4,115,3,3,1,23.180298038609113,5,19,1,EFB_DATA_EXFILTRATION
5,117,3,1,1,25.280972987233486,6,12,1,EFB_DATA_EXFILTRATION
3,79,4,3,1,35.087341652007375,5,15,1,EFB_DATA_EXFILTRATION
3,75,6,3,1,5.550793492212554,6,15,2,MAINTENANCE_LOG_TAMPERING
4,54,2,4,1,1.78781166063228,2,41,0,FLIGHT_PLAN_INJECTION
4,26,6,2,1,3.583730432736348,5,17,2,MAINTENANCE_LOG_TAMPERING
6,146,6,2,1,49.9524332891233,6,15,1,EFB_DATA_EXFILTRATION
3,73,1,7,1,0.47981787687719457,4,34,0,FLIGHT_PLAN_INJECTION
6,147,6,1,1,34.603125751461135,6,16,1,EFB_DATA_EXFILTRATION
4,66,5,1,1,48.19932087069539,6,11,1,EFB_DATA_EXFILTRATION
4,95,2,7,1,1.264673137921008,4,36,0,FLIGHT_PLAN_INJECTION
5,75,5,2,1,7.635350539202666,4,20,2,MAINTENANCE_LOG_TAMPERING
2,5,0,0,0,0.12812680709716773,1,4,3,BENIGN
4,119,5,2,1,34.068737972589396,3,19,1,EFB_DATA_EXFILTRATION
2,30,1,7,1,1.041358213738672,2,28,0,FLIGHT_PLAN_INJECTION
3,32,9,3,1,7.658207834065306,6,23,2,MAINTENANCE_LOG_TAMPERING
3,55,6,3,1,1.7853465563719317,7,18,2,MAINTENANCE_LOG_TAMPERING
6,139,4,1,1,34.8067230978312,3,11,1,EFB_DATA_EXFILTRATION
2,67,2,5,1,1.1152924148328207,2,45,0,FLIGHT_PLAN_INJECTION
6,64,7,2,1,5.243192311049005,5,27,2,MAINTENANCE_LOG_TAMPERING
0,16,1,0,0,0.22887468369109965,2,2,3,BENIGN
4,71,2,6,1,1.1857522749213496,2,31,0,FLIGHT_PLAN_INJECTION
6,51,7,2,1,8.491534382355004,7,25,2,MAINTENANCE_LOG_TAMPERING
4,23,7,5,1,8.143031197387506,7,26,2,MAINTENANCE_LOG_TAMPERING
1,9,1,0,0,0.08539147939107233,2,0,3,BENIGN
4,89,6,3,1,45.69822067570017,5,17,1,EFB_DATA_EXFILTRATION
6,141,3,1,1,20.161790269118562,6,6,1,EFB_DATA_EXFILTRATION
5,82,2,3,1,1.2528206116185083,3,46,0,FLIGHT_PLAN_INJECTION
5,73,4,3,1,0.7154633549749626,4,22,0,FLIGHT_PLAN_INJECTION
3,134,6,1,1,6.441677004637768,4,16,1,EFB_DATA_EXFILTRATION
5,89,7,3,1,15.14130913941457,5,9,1,EFB_DATA_EXFILTRATION
4,107,6,1,1,11.092191948925521,3,15,1,EFB_DATA_EXFILTRATION
0,8,0,0,0,0.18638852289464336,1,0,3,BENIGN
5,62,3,2,1,11.888816847863371,3,10,1,EFB_DATA_EXFILTRATION
5,143,6,1,1,26.068144089418023,5,15,1,EFB_DATA_EXFILTRATION
1,9,1,0,0,0.26867279420650025,2,4,3,BENIGN
2,74,4,6,1,1.7763120814820526,3,32,0,FLIGHT_PLAN_INJECTION
3,83,2,7,1,1.9801702354753656,3,47,0,FLIGHT_PLAN_INJECTION
5,96,1,6,1,1.5139790972351712,2,42,0,FLIGHT_PLAN_INJECTION
6,33,9,2,1,4.402426557639631,4,26,2,MAINTENANCE_LOG_TAMPERING
4,62,8,5,1,4.550181601683287,5,22,2,MAINTENANCE_LOG_TAMPERING
6,94,3,2,1,8.193408497849097,5,10,1,EFB_DATA_EXFILTRATION
6,82,3,3,1,34.59757574125098,3,14,1,EFB_DATA_EXFILTRATION
5,63,3,2,1,14.947963927124752,5,19,1,EFB_DATA_EXFILTRATION
6,81,6,3,1,45.250942069179075,6,12,1,EFB_DATA_EXFILTRATION
3,53,8,2,1,3.6813247880555706,4,16,2,MAINTENANCE_LOG_TAMPERING
7,34,6,4,1,2.827094957937772,5,12,2,MAINTENANCE_LOG_TAMPERING
3,96,1,3,1,1.1576686040403077,3,21,0,FLIGHT_PLAN_INJECTION
2,12,1,0,0,0.39010174842838075,2,2,3,BENIGN
2,70,4,5,1,1.6887668857297315,2,27,0,FLIGHT_PLAN_INJECTION
5,36,9,3,1,1.8007000285304604,4,24,2,MAINTENANCE_LOG_TAMPERING
2,54,1,5,1,0.9726785100834489,4,32,0,FLIGHT_PLAN_INJECTION
3,92,4,1,1,10.118435873617596,3,8,1,EFB_DATA_EXFILTRATION
4,75,8,5,1,6.850875223944307,7,20,2,MAINTENANCE_LOG_TAMPERING
5,45,1,5,1,0.7179280710097999,2,48,0,FLIGHT_PLAN_INJECTION
4,90,3,7,1,0.7294668468752789,3,33,0,FLIGHT_PLAN_INJECTION
3,66,9,5,1,8.423065674197165,6,24,2,MAINTENANCE_LOG_TAMPERING
5,124,4,3,1,32.20531990719069,4,17,1,EFB_DATA_EXFILTRATION
7,72,8,4,1,9.509102538843543,5,11,2,MAINTENANCE_LOG_TAMPERING
7,67,7,4,1,5.116711650906185,7,12,2,MAINTENANCE_LOG_TAMPERING
4,74,7,2,1,3.571540985612088,5,23,2,MAINTENANCE_LOG_TAMPERING
5,127,5,2,1,28.300467671625626,5,18,1,EFB_DATA_EXFILTRATION
4,122,5,2,1,38.73858613827774,6,16,1,EFB_DATA_EXFILTRATION
5,32,2,3,1,1.7073394748438182,3,32,0,FLIGHT_PLAN_INJECTION
0,7,0,0,0,0.21684795850411787,1,3,3,BENIGN
2,80,4,5,1,1.892421466090027,3,37,0,FLIGHT_PLAN_INJECTION
2,77,1,4,1,1.9956329294361956,4,37,0,FLIGHT_PLAN_INJECTION
0,13,1,0,0,0.15203729441567565,1,0,3,BENIGN
5,32,7,5,1,8.627720159137517,4,10,2,MAINTENANCE_LOG_TAMPERING
5,74,9,4,1,1.5302143686369878,7,13,2,MAINTENANCE_LOG_TAMPERING
2,52,3,5,1,1.4423053257168654,4,32,0,FLIGHT_PLAN_INJECTION
3,64,8,5,1,5.769704539060408,6,11,2,MAINTENANCE_LOG_TAMPERING
4,65,8,2,1,5.5897180954257815,6,20,2,MAINTENANCE_LOG_TAMPERING
3,110,3,3,1,25.739657451183263,3,7,1,EFB_DATA_EXFILTRATION
5,40,9,5,1,9.843117514820221,7,14,2,MAINTENANCE_LOG_TAMPERING
3,82,3,7,1,1.8595166082948307,3,27,0,FLIGHT_PLAN_INJECTION
1,7,0,0,0,0.41675604987082754,2,4,3,BENIGN
2,70,2,3,1,1.7103108065778336,4,37,0,FLIGHT_PLAN_INJECTION
3,111,6,2,1,25.432936534940545,6,10,1,EFB_DATA_EXFILTRATION
0,6,1,0,0,0.37748417753301794,2,3,3,BENIGN
6,40,5,4,1,9.16023341966642,5,14,2,MAINTENANCE_LOG_TAMPERING
5,68,6,5,1,1.0566775408246145,5,28,2,MAINTENANCE_LOG_TAMPERING
6,34,5,3,1,5.465584796852726,6,24,2,MAINTENANCE_LOG_TAMPERING
2,93,4,7,1,0.5595523086162015,2,37,0,FLIGHT_PLAN_INJECTION
3,135,7,1,1,33.16505969924724,3,5,1,EFB_DATA_EXFILTRATION
5,52,9,5,1,5.931504456023061,5,22,2,MAINTENANCE_LOG_TAMPERING
5,27,9,4,1,1.3482193895457404,5,16,2,MAINTENANCE_LOG_TAMPERING
2,71,2,5,1,0.3739041147379022,2,31,0,FLIGHT_PLAN_INJECTION
1,16,0,0,0,0.04571253708150158,2,4,3,BENIGN
5,37,2,3,1,0.2526401764987931,2,21,0,FLIGHT_PLAN_INJECTION
3,80,2,5,1,0.9118352454419225,4,49,0,FLIGHT_PLAN_INJECTION
3,33,3,5,1,0.5870492838597899,3,22,0,FLIGHT_PLAN_INJECTION
4,31,9,2,1,2.896272581231046,7,20,2,MAINTENANCE_LOG_TAMPERING
6,111,7,1,1,9.776509376962633,6,5,1,EFB_DATA_EXFILTRATION
5,97,2,7,1,0.9737064848882708,2,45,0,FLIGHT_PLAN_INJECTION
3,46,1,6,1,0.6945258328114098,3,22,0,FLIGHT_PLAN_INJECTION
7,31,5,5,1,0.8815942325305216,5,25,2,MAINTENANCE_LOG_TAMPERING
2,12,1,0,0,0.3864677434932532,2,4,3,BENIGN
4,79,1,5,1,1.1641997843770557,2,40,0,FLIGHT_PLAN_INJECTION
4,37,4,5,1,1.3827838969530515,3,34,0,FLIGHT_PLAN_INJECTION
6,60,7,3,1,48.92428306001698,4,11,1,EFB_DATA_EXFILTRATION
6,102,6,2,1,7.638291519016278,4,13,1,EFB_DATA_EXFILTRATION
4,50,8,5,1,0.7218075274404971,7,28,2,MAINTENANCE_LOG_TAMPERING
5,83,3,2,1,9.054647587275273,6,17,1,EFB_DATA_EXFILTRATION
2,6,1,0,0,0.3331306513306854,2,1,3,BENIGN
4,75,1,4,1,0.5004571720195038,3,37,0,FLIGHT_PLAN_INJECTION
3,87,2,4,1,0.22189993769168312,3,28,0,FLIGHT_PLAN_INJECTION
3,50,6,3,1,34.02880265884234,5,16,1,EFB_DATA_EXFILTRATION
4,75,4,5,1,1.032973092692433,4,48,0,FLIGHT_PLAN_INJECTION
3,75,5,1,1,41.92916810222219,6,19,1,EFB_DATA_EXFILTRATION
3,88,4,2,1,30.366599873818625,4,15,1,EFB_DATA_EXFILTRATION
7,70,6,4,1,3.8676507324340337,4,16,2,MAINTENANCE_LOG_TAMPERING
5,72,4,3,1,35.716016169053724,4,10,1,EFB_DATA_EXFILTRATION
4,40,2,3,1,1.0390482601744644,4,22,0,FLIGHT_PLAN_INJECTION
7,74,9,5,1,4.258879175299882,5,20,2,MAINTENANCE_LOG_TAMPERING
4,38,8,4,1,4.751256627365786,5,13,2,MAINTENANCE_LOG_TAMPERING
6,87,6,3,1,13.959603067917802,5,8,1,EFB_DATA_EXFILTRATION
4,29,9,2,1,7.066783905797798,5,11,2,MAINTENANCE_LOG_TAMPERING
2,11,1,0,0,0.024739095527069654,2,4,3,BENIGN
5,59,9,5,1,3.488172698119766,6,24,2,MAINTENANCE_LOG_TAMPERING
4,92,6,1,1,22.415641968475605,3,7,1,EFB_DATA_EXFILTRATION
6,66,7,4,1,3.9006943428168226,6,17,2,MAINTENANCE_LOG_TAMPERING
1,10,1,0,0,0.14047391289985034,1,3,3,BENIGN
4,108,7,1,1,34.701354978351034,5,6,1,EFB_DATA_EXFILTRATION
2,11,0,0,0,0.0425141081776747,1,4,3,BENIGN
3,86,7,3,1,16.672099784953126,6,12,1,EFB_DATA_EXFILTRATION
3,61,6,4,1,1.305581154340293,6,12,2,MAINTENANCE_LOG_TAMPERING
5,61,4,7,1,0.720887407341515,4,35,0,FLIGHT_PLAN_INJECTION
6,36,6,5,1,1.2355115016619806,4,11,2,MAINTENANCE_LOG_TAMPERING
3,56,4,7,1,0.8970514064015431,3,46,0,FLIGHT_PLAN_INJECTION
2,33,1,6,1,0.4685624030014104,4,48,0,FLIGHT_PLAN_INJECTION
3,116,3,2,1,46.91893106343105,5,15,1,EFB_DATA_EXFILTRATION
7,42,8,5,1,7.546623147094115,4,21,2,MAINTENANCE_LOG_TAMPERING
5,71,1,7,1,1.9283104951861794,4,35,0,FLIGHT_PLAN_INJECTION
3,74,1,7,1,0.7033604652774009,4,24,0,FLIGHT_PLAN_INJECTION
4,81,1,7,1,0.23082932145432894,3,26,0,FLIGHT_PLAN_INJECTION
1,19,0,0,0,0.44913482481692213,2,3,3,BENIGN
4,46,2,6,1,0.8800125602661658,4,26,0,FLIGHT_PLAN_INJECTION
3,37,3,5,1,1.8275953457908842,4,29,0,FLIGHT_PLAN_INJECTION
4,125,3,1,1,37.4549412606379,4,7,1,EFB_DATA_EXFILTRATION
4,90,1,6,1,0.30117014080022425,3,33,0,FLIGHT_PLAN_INJECTION
3,32,7,4,1,9.02276634283762,4,19,2,MAINTENANCE_LOG_TAMPERING
3,101,6,3,1,9.866731910596819,6,16,1,EFB_DATA_EXFILTRATION
1,16,1,0,0,0.4630213839630237,2,2,3,BENIGN
4,83,7,2,1,15.402869203461917,5,8,1,EFB_DATA_EXFILTRATION
2,17,0,0,0,0.2696872794120138,1,1,3,BENIGN
4,91,7,2,1,7.032125315997337,6,7,1,EFB_DATA_EXFILTRATION
4,48,5,3,1,8.373201700561722,4,18,2,MAINTENANCE_LOG_TAMPERING
1,11,0,0,0,0.2320553969454096,1,2,3,BENIGN
7,69,9,5,1,3.397457423875515,6,21,2,MAINTENANCE_LOG_TAMPERING
5,87,1,7,1,1.7780898835595782,3,36,0,FLIGHT_PLAN_INJECTION
3,58,8,3,1,9.825823674334105,7,19,2,MAINTENANCE_LOG_TAMPERING
0,15,1,0,0,0.4614365872439453,2,1,3,BENIGN
2,72,2,6,1,0.45003534751676955,4,34,0,FLIGHT_PLAN_INJECTION
2,69,3,3,1,0.9651986936567706,2,20,0,FLIGHT_PLAN_INJECTION
4,37,3,3,1,0.14102083117108324,4,43,0,FLIGHT_PLAN_INJECTION
3,75,4,4,1,1.4282466482309066,4,31,0,FLIGHT_PLAN_INJECTION
5,67,9,4,1,7.0420763791102345,4,17,2,MAINTENANCE_LOG_TAMPERING
5,107,3,2,1,23.165967985549873,6,9,1,EFB_DATA_EXFILTRATION
5,53,9,4,1,7.030445663679105,4,17,2,MAINTENANCE_LOG_TAMPERING
5,132,4,3,1,17.21160567612754,4,9,1,EFB_DATA_EXFILTRATION
2,15,0,0,0,0.479288840822432,2,3,3,BENIGN
6,104,7,2,1,6.956077969567167,5,16,1,EFB_DATA_EXFILTRATION
7,63,7,4,1,5.733289499049267,6,15,2,MAINTENANCE_LOG_TAMPERING
7,25,6,4,1,5.56909492411286,4,18,2,MAINTENANCE_LOG_TAMPERING
4,129,3,2,1,23.258925372938943,3,14,1,EFB_DATA_EXFILTRATION
4,129,3,1,1,23.587548044607644,3,8,1,EFB_DATA_EXFILTRATION
2,6,0,0,0,0.09318261546525863,2,3,3,BENIGN
6,72,6,1,1,46.16109161187045,5,16,1,EFB_DATA_EXFILTRATION
4,46,5,3,1,9.96263607435057,7,24,2,MAINTENANCE_LOG_TAMPERING
2,52,1,3,1,1.466048584682244,3,20,0,FLIGHT_PLAN_INJECTION
2,87,3,3,1,0.6926838760979914,2,28,0,FLIGHT_PLAN_INJECTION
3,71,5,2,1,2.1469003370081357,7,16,2,MAINTENANCE_LOG_TAMPERING
0,10,1,0,0,0.3758529800896575,2,4,3,BENIGN
5,76,8,3,1,0.9165466777541503,4,23,2,MAINTENANCE_LOG_TAMPERING
4,80,7,1,1,7.029994798417725,5,16,1,EFB_DATA_EXFILTRATION
4,76,3,1,1,39.651769205695544,6,16,1,EFB_DATA_EXFILTRATION
4,51,3,7,1,1.9619454502571954,3,21,0,FLIGHT_PLAN_INJECTION
4,56,1,7,1,1.0456820153083288,4,46,0,FLIGHT_PLAN_INJECTION
3,127,7,2,1,37.43973835286558,5,6,1,EFB_DATA_EXFILTRATION
2,84,3,6,1,0.405115054373939,4,28,0,FLIGHT_PLAN_INJECTION
3,63,7,1,1,14.898968629430879,5,18,1,EFB_DATA_EXFILTRATION
6,54,4,2,1,49.35497103610282,5,14,1,EFB_DATA_EXFILTRATION
4,65,8,4,1,0.7497971863496737,5,16,2,MAINTENANCE_LOG_TAMPERING
1,9,0,0,0,0.17889801440984598,1,4,3,BENIGN
2,69,4,6,1,1.8140022848647945,4,36,0,FLIGHT_PLAN_INJECTION
0,5,1,0,0,0.06688563367839462,2,0,3,BENIGN
5,64,9,4,1,2.0482365220535996,7,11,2,MAINTENANCE_LOG_TAMPERING
2,97,3,7,1,0.4463558238512757,4,20,0,FLIGHT_PLAN_INJECTION
4,66,2,7,1,0.26749382407936834,4,42,0,FLIGHT_PLAN_INJECTION
3,53,4,3,1,48.115108800469365,3,16,1,EFB_DATA_EXFILTRATION
7,46,8,4,1,7.554416052053332,7,26,2,MAINTENANCE_LOG_TAMPERING
5,27,8,3,1,7.885044727500214,4,26,2,MAINTENANCE_LOG_TAMPERING
3,84,2,6,1,1.5234581861674175,3,28,0,FLIGHT_PLAN_INJECTION
6,69,5,4,1,8.684177607326939,6,18,2,MAINTENANCE_LOG_TAMPERING
4,27,5,5,1,0.7681950030161473,7,11,2,MAINTENANCE_LOG_TAMPERING
4,56,7,2,1,34.22377281394364,3,8,1,EFB_DATA_EXFILTRATION
5,143,3,3,1,28.6619475322904,4,10,1,EFB_DATA_EXFILTRATION
2,58,2,5,1,0.2783428534803638,4,48,0,FLIGHT_PLAN_INJECTION
3,34,1,6,1,1.9237355894937707,2,31,0,FLIGHT_PLAN_INJECTION
5,54,6,1,1,39.77403973952304,6,14,1,EFB_DATA_EXFILTRATION
3,73,6,5,1,6.863087913858846,7,18,2,MAINTENANCE_LOG_TAMPERING
4,92,3,5,1,0.5913324733982865,2,26,0,FLIGHT_PLAN_INJECTION
7,45,9,2,1,3.8191545708633563,7,17,2,MAINTENANCE_LOG_TAMPERING
5,57,2,6,1,0.918409752274461,4,39,0,FLIGHT_PLAN_INJECTION
5,141,5,2,1,22.280676337723293,5,14,1,EFB_DATA_EXFILTRATION
4,123,7,3,1,15.882574772950946,3,13,1,EFB_DATA_EXFILTRATION
5,80,3,4,1,0.7390472131894569,3,45,0,FLIGHT_PLAN_INJECTION
6,61,5,2,1,8.908010653784673,4,28,2,MAINTENANCE_LOG_TAMPERING
3,86,3,2,1,21.721194470173156,6,8,1,EFB_DATA_EXFILTRATION
3,138,4,3,1,48.40982063232513,4,15,1,EFB_DATA_EXFILTRATION
2,32,1,4,1,1.9962389781589935,4,21,0,FLIGHT_PLAN_INJECTION
2,37,3,4,1,1.9648899276949587,2,27,0,FLIGHT_PLAN_INJECTION
4,137,7,2,1,28.843061150276082,4,17,1,EFB_DATA_EXFILTRATION
6,30,7,3,1,3.651591670970094,5,10,2,MAINTENANCE_LOG_TAMPERING
3,105,4,1,1,10.373145451364321,4,19,1,EFB_DATA_EXFILTRATION
4,80,4,3,1,5.276307319911399,4,8,1,EFB_DATA_EXFILTRATION
3,23,9,3,1,9.003884499833394,5,24,2,MAINTENANCE_LOG_TAMPERING
6,64,7,1,1,28.325965576738234,5,5,1,EFB_DATA_EXFILTRATION
5,50,8,5,1,0.8703994882731693,5,25,2,MAINTENANCE_LOG_TAMPERING
5,58,5,1,1,14.858006983681976,6,16,1,EFB_DATA_EXFILTRATION
5,132,5,3,1,49.94717267814117,3,14,1,EFB_DATA_EXFILTRATION
4,37,8,4,1,7.674101626805614,5,12,2,MAINTENANCE_LOG_TAMPERING
2,33,1,7,1,0.9372420051621385,3,41,0,FLIGHT_PLAN_INJECTION
2,6,0,0,0,0.3079655361125463,1,1,3,BENIGN
3,70,6,4,1,3.9984722631857643,6,19,2,MAINTENANCE_LOG_TAMPERING
0,9,1,0,0,0.4889789734772523,1,1,3,BENIGN
6,69,5,2,1,15.54748790977789,4,13,1,EFB_DATA_EXFILTRATION
5,53,1,5,1,1.52703390981122,2,27,0,FLIGHT_PLAN_INJECTION
4,60,4,6,1,0.7062325342505028,4,33,0,FLIGHT_PLAN_INJECTION
4,27,7,3,1,5.83350594098428,6,18,2,MAINTENANCE_LOG_TAMPERING
5,86,4,3,1,36.20286618226406,5,11,1,EFB_DATA_EXFILTRATION
2,85,4,7,1,0.7813609993342243,2,30,0,FLIGHT_PLAN_INJECTION
6,128,5,3,1,7.384045698616861,3,9,1,EFB_DATA_EXFILTRATION
4,83,4,3,1,1.0142413523131655,3,31,0,FLIGHT_PLAN_INJECTION
6,90,6,1,1,28.617508121061956,6,10,1,EFB_DATA_EXFILTRATION
6,66,7,5,1,2.321057292856249,5,25,2,MAINTENANCE_LOG_TAMPERING
6,56,3,3,1,46.00263130317595,5,16,1,EFB_DATA_EXFILTRATION
5,142,4,2,1,49.128355631594616,5,12,1,EFB_DATA_EXFILTRATION
4,62,7,2,1,26.7561078945508,5,18,1,EFB_DATA_EXFILTRATION
1,8,1,0,0,0.21514281312437855,1,2,3,BENIGN
0,16,1,0,0,0.34233581370793087,2,2,3,BENIGN
7,27,8,2,1,1.2180583778517495,6,14,2,MAINTENANCE_LOG_TAMPERING
4,55,3,2,1,12.67238848045524,4,6,1,EFB_DATA_EXFILTRATION
4,55,9,3,1,3.2559257442339944,7,18,2,MAINTENANCE_LOG_TAMPERING
3,95,4,6,1,1.9117579327681868,2,20,0,FLIGHT_PLAN_INJECTION
3,67,6,3,1,4.834308745539798,6,12,2,MAINTENANCE_LOG_TAMPERING
5,55,9,4,1,1.1254585505608736,5,14,2,MAINTENANCE_LOG_TAMPERING
4,79,3,3,1,35.91898124466668,5,11,1,EFB_DATA_EXFILTRATION
5,41,6,4,1,6.38193973995611,4,13,2,MAINTENANCE_LOG_TAMPERING
4,72,6,2,1,29.89234758521255,4,16,1,EFB_DATA_EXFILTRATION
3,65,3,7,1,1.6665025878645539,4,21,0,FLIGHT_PLAN_INJECTION
3,50,4,5,1,1.7417009369373098,2,39,0,FLIGHT_PLAN_INJECTION
2,18,1,0,0,0.3329650156103399,1,0,3,BENIGN
2,77,3,7,1,1.104178825203545,2,40,0,FLIGHT_PLAN_INJECTION
2,90,1,6,1,0.961371722036971,3,42,0,FLIGHT_PLAN_INJECTION
5,54,3,3,1,1.968577867230365,4,20,0,FLIGHT_PLAN_INJECTION
4,145,7,1,1,23.792236128607854,6,8,1,EFB_DATA_EXFILTRATION
5,111,7,1,1,37.16462113246668,3,13,1,EFB_DATA_EXFILTRATION
5,29,6,4,1,4.029641632271092,5,11,2,MAINTENANCE_LOG_TAMPERING
6,88,4,3,1,42.23044212522088,3,12,1,EFB_DATA_EXFILTRATION
4,42,6,4,1,7.013944611578694,6,19,2,MAINTENANCE_LOG_TAMPERING
3,51,7,2,1,2.2753667644802746,5,26,2,MAINTENANCE_LOG_TAMPERING
5,58,8,2,1,5.353840477644402,4,15,2,MAINTENANCE_LOG_TAMPERING
4,84,3,7,1,1.5231153030721085,4,38,0,FLIGHT_PLAN_INJECTION
7,35,8,2,1,7.596505568317938,4,20,2,MAINTENANCE_LOG_TAMPERING
